source_user,target_user,weight,n_topic_direct,n_repost_mapped
_坏小孩_GARNET_CROW大好,拍帮主,1,1,0
_小潮汐_,生草字幕组,1,0,1
_小欢_,香港商報網,1,0,1
_小林不动产_,生草字幕组,1,0,1
_小昳0901,生草字幕组,1,0,1
_小尹在线等糖_,阿司匹林42195米,1,0,1
_小圆面包_,生草字幕组,1,0,1
_对方没在输入_,生草字幕组,1,0,1
_寒流几时来,止谣君,1,0,1
_失落歌者,生草字幕组,1,0,1
_宇内天满-,生草字幕组,1,0,1
_孤东,种草达人猪哥,1,0,1
_孟小四_,中国青年报,1,1,0
_娜_蒙_莎_丽_,领事闲谈,1,1,0
_妙可言,得意的弦小二,1,0,1
_好想吃雞腿,答案事务所,1,0,1
_奔月而来_,生草字幕组,1,0,1
_奉己_,生草字幕组,1,0,1
_宏愿叫天蝎座旅行_,针灸匠张宝旬,1,1,0
_熹贵妃安,生草字幕组,1,0,1
_無馱無馱無馱無馱無馱_,答案事务所,1,0,1
_無馱無馱無馱無馱無馱_,止谣君,1,0,1
_炉健康,生草字幕组,1,0,1
_火炉与书,答案事务所,1,0,1
_澜花花_,生草字幕组,1,0,1
_漂流木,阿司匹林42195米,1,0,1
_无风,上帝之鹰_5zn,1,0,1
_溪酱_,生草字幕组,1,0,1
_渭青,生草字幕组,1,0,1
_温柔妹很温柔,止谣君,1,0,1
_清香集,韩松,1,1,0
_清香集,新民周刊,1,1,0
_混沌超人,生草字幕组,1,0,1
_深海慧鱼a,生草字幕组,1,0,1
_涟漪子,Creamy蕉,1,0,1
_漂流木,答案事务所,1,0,1
_睡觉使人开心_,生草字幕组,1,0,1
_眠月,_眠月,1,1,0
_眠mian_,生草字幕组,1,0,1
_白日星光,生草字幕组,1,0,1
_生命之诗_,范剑平,1,0,1
_生命之诗_,答案事务所,1,0,1
_甘草_,观察者网,1,0,1
_爱美的堤岸_,思想品读,1,1,0
_班戟Banji_,卢卡斯-Wang,1,0,1
_玖钱_,Jokielicious,1,0,1
_王喜喵喵_,全世界漂,1,1,0
_王喜喵喵_,不想上班嘤嘤嘤_12,1,1,0
_王二傻傻_,阿司匹林42195米,1,0,1
_独自行走的尘埃,生草字幕组,1,0,1
_牧臻_,生草字幕组,1,0,1
_爱美的堤岸_,爱好中医,1,1,0
_甘草_,我是小妖怪的人,1,0,1
_机智的大狸子,卢卡斯-Wang,1,0,1
_木槿_花,育儿专家-王玉玮,1,0,1
_朝朝落雨_,生草字幕组,1,0,1
_朕的小鱼干呐_,生草字幕组,1,0,1
_月香_,答案事务所,1,0,1
_月行_,生草字幕组,1,0,1
_月亮鸭,生草字幕组,1,0,1
_海石咕_,卢卡斯-Wang,1,0,1
_暔烛,赤胆忠心Moss酱,1,1,0
_暔烛,我们的太空,1,1,0
_暔烛,中医徐柏杨,1,0,1
_智若_,答案事务所,1,0,1
_是茉莉吖,阿司匹林42195米,1,0,1
_是倍倍啦,阿司匹林42195米,1,0,1
_春风作序Hy,Jokielicious,1,0,1
_明天吃素,生草字幕组,1,0,1
_月亮上的小狐狸,阿司匹林42195米,1,0,1
_海檀_,生草字幕组,1,0,1
_海上骑鲸客_,阿司匹林42195米,1,0,1
_浮力浪子_,生草字幕组,1,0,1
_洒洒水_,生草字幕组,1,0,1
_泡芙vvip_,得意的弦小二,1,0,1
_泊月_,生草字幕组,1,0,1
_沛小沛酱,生草字幕组,1,0,1
_沐雨yu_,生草字幕组,1,0,1
_权小囡_,生草字幕组,1,0,1
_梦好啊,星话大白,1,1,0
_梁三白,生草字幕组,1,0,1
_柯鹏_,生草字幕组,1,0,1
_查尼玛德切糕,答案事务所,1,0,1
_柠檬味嘎嘣脆,姚凌宇,1,0,1
_林悲,生草字幕组,1,0,1
_松鼠西蒙_,生草字幕组,1,0,1
_杳杳钟声晚77,答案事务所,1,0,1
_橘曦,生草字幕组,1,0,1
_babydonotcry_,生草字幕组,1,0,1
_adecentperson,止谣君,1,0,1
__阿隆,答案事务所,1,0,1
__阿楉早睡早起__,生草字幕组,1,0,1
__阿慕,阿司匹林42195米,1,0,1
__銅板轉動,生草字幕组,1,0,1
__西瓜糖,止谣君,1,0,1
_咩铃儿,阿司匹林42195米,1,0,1
__萝卜_,Jokielicious,1,0,1
__苦乐自当,中国日报,1,0,1
__穿着校服去旅行,于晓攀,1,0,1
__礼__,生草字幕组,1,0,1
__砂__,羊角面包Sleepclaw,1,1,0
__此微博已废弃,生草字幕组,1,0,1
__次日小猫回音,生草字幕组,1,0,1
__桃花源__,止谣君,1,0,1
__葑茚丶誋憶25536,电影拆台君,1,0,1
_pineapple94_,生草字幕组,1,0,1
_michi_,答案事务所,1,0,1
_lily_999,答案事务所,1,0,1
_lilyAn_,生草字幕组,1,0,1
_lifeiswonderful,别梦依稀笑逝川,1,0,1
_kkkim_,生草字幕组,1,0,1
_kikii君,阿司匹林42195米,1,0,1
_bonc,竞圈墨菲特,1,1,0
_judy妈妈,大耳朵中医,1,0,1
_iloveEzrea1,_iloveEzrea1,1,1,0
_hideki529最高,生草字幕组,1,0,1
_fufufufufu,观察者网,1,0,1
_dxg,阿司匹林42195米,1,0,1
_dumdum_,江卓尔_大号,1,0,1
_bullshitAch_yy,种草达人猪哥,1,0,1
_bulibuli肥嘟嘟左卫门,日本衣食住行,1,0,1
_judy妈妈,张作风流行病学教授UCLA,1,0,1
___蟹蟹侬,生草字幕组,1,0,1
___竹叶青___,生草字幕组,1,0,1
___沐草石发烽中,阿司匹林42195米,1,0,1
___氵讠__,William-阿亮,1,0,1
___桑夏,生草字幕组,1,0,1
___暮夏,生草字幕组,1,0,1
___晓晓____,生草字幕组,1,0,1
__桃花源__,我是小妖怪的人,1,0,1
___小小小透明Fiona,生草字幕组,1,0,1
___小L___10969,阿司匹林42195米,1,0,1
___哆,生草字幕组,1,0,1
___今天早睡了吗,阿司匹林42195米,1,0,1
___mMmoOn,生草字幕组,1,0,1
____阿离,观察者网,1,0,1
____白,生草字幕组,1,0,1
____梧凤,失眠狸,1,1,0
___心有猛虎___,阿司匹林42195米,1,0,1
__桃花源__,Jokielicious,1,0,1
__无名氏xx,小蓝和他的朋友日常,1,0,1
__尔玉,阿司匹林42195米,1,0,1
__小阿瑾,生草字幕组,1,0,1
__小__花__,阿司匹林42195米,1,0,1
__啄木鸟v,快乐投资人李伟,1,0,1
__哒哒__T,生草字幕组,1,0,1
__千森,生草字幕组,1,0,1
__ernieyue,上帝之鹰_5zn,1,0,1
__上善若水__菩提,静姐姐吃的学问,1,0,1
__一级保护废物,生草字幕组,1,0,1
__zzZing,生草字幕组,1,0,1
__xP小一__,生草字幕组,1,0,1
__refine__,生草字幕组,1,0,1
__lisha,生草字幕组,1,0,1
__heee_JinGyI,生草字幕组,1,0,1
__ernieyue,贝壳财经,1,0,1
__别止,生草字幕组,1,0,1
_冷星星_,答案事务所,1,0,1
_冴牙_,生草字幕组,1,0,1
_冬月初九_,生草字幕组,1,0,1
_冗余,观察者网,1,0,1
_兰静lanjing,医伴旅,1,1,0
_偻玫缸秘床鼐侍,环球网健康,1,0,1
_你黑宝,阿司匹林42195米,1,0,1
_rootec,方脑壳邓铂鋆,1,1,0
_你看我不到_,飞天小南井,1,1,0
_但是真誠才是最大本領,阿司匹林42195米,1,0,1
_休眠期,生草字幕组,1,0,1
_仙人掌投下猪的影子,生草字幕组,1,0,1
_亲斤走告12345阳,地刺Principle-First,1,1,0
_云牧眠_,生草字幕组,1,0,1
_了解生命,尼玛·顿珠,1,1,0
_乾穹_,答案事务所,1,0,1
_你算什么来评价我,生草字幕组,1,0,1
_咕咕咕咕菇_,生草字幕组,1,0,1
_听风吹雪-,生草字幕组,1,0,1
_向来心是看客心_,生草字幕组,1,0,1
_吉光羽_,我是小妖怪的人,1,0,1
_史泼尼克,Dreamwork827,1,1,0
_可爱美丽多金鸭,止谣君,1,0,1
_只嗑真的,Dreamwork827,1,1,0
_几颗葡,生草字幕组,1,0,1
_南极cc,生草字幕组,1,0,1
_半城繁华半城伤,鬼谷子兔爷,1,1,0
_半城繁华半城伤,张国庆看天下,1,0,1
_劳紫蜀道山,阿司匹林42195米,1,0,1
_劳紫蜀道山,生草字幕组,1,0,1
_剑指苍穹_,止谣君,1,0,1
_出门不带脑子_,生草字幕组,1,0,1
_凡间俗梦_,生草字幕组,1,0,1
_即休,生草字幕组,1,0,1
_yellow_fish_,阿司匹林42195米,1,0,1
_y__u_,京虎子,1,0,1
_xx叉子xx_,生草字幕组,1,0,1
_wanxchan,生草字幕组,1,0,1
_viii,生草字幕组,1,0,1
_vaecooky,止谣君,1,0,1
_uuu-,种草达人猪哥,1,0,1
_书鱼鱼_,生草字幕组,1,0,1
_uilihs,耶比从娘日记,1,0,1
_tippi,凤凰鉴证组FH,1,0,1
_tenacity__,观察者网,1,0,1
_sydash,生草字幕组,1,0,1
_sunriseblvd,生草字幕组,1,0,1
_staple,阿司匹林42195米,1,0,1
_seized_by_desire,阿司匹林42195米,1,0,1
_seized_by_desire,生草字幕组,1,0,1
_unknow_Bad_ending,生草字幕组,1,0,1
_临一,生草字幕组,1,0,1
_中微子_,子陵在听歌,1,1,0
_两米几,人民日报,1,0,1
_丢比,生草字幕组,1,0,1
_不负骤雨_,生草字幕组,1,0,1
_不要趴着睡_,生草字幕组,1,0,1
_不知道k,生草字幕组,1,0,1
_不知秋,Jokielicious,1,0,1
_zZiko水水水,生草字幕组,1,0,1
_不喝热美式,生草字幕组,1,0,1
_不二天天,观察者网,1,0,1
_下一秒的雨-,凤凰网视频,1,0,1
_三种变形_,生草字幕组,1,0,1
_三无学习机_,微博小秘书,1,1,0
_一口杏仁苏o-o,小蓝和他的朋友日常,1,0,1
_一个柒,钉子1666,1,0,1
_zako,生草字幕组,1,0,1
_不温不凉_,江卓尔_大号,1,1,0
famfamfam,DB浩浩耗,1,0,1
falcon_16,贝壳财经,1,0,1
falcon_16,医学手札,1,1,0
falcon_16,三个老爸实验室,1,1,0
fakeaccounttrueme,生物狗Y博,1,0,1
fairy点点,馋小爷,1,0,1
fairrrrry-,生草字幕组,1,0,1
blossom__ing,生草字幕组,1,0,1
face残留的晶夜,观察者网,1,0,1
faceidfakeid,生草字幕组,1,0,1
f_M_2004,生草字幕组,1,0,1
f8sk,生草字幕组,1,0,1
f20201888,丁辰灵,1,0,1
f1566,医伴旅,1,1,0
f123风居住的街道,我是小妖怪的人,1,0,1
e个系我,北欧三宝妈,1,0,1
fadeawayrefrain,生草字幕组,1,0,1
farewell_love01,zhenyuncai,1,0,1
faquir66,钉子1666,1,0,1
faquir66,梅子在想什么,1,0,1
fappwguiw,阿司匹林42195米,1,0,1
fan卡不住叻,马宝琳谈房颤,1,0,1
fantasy雨田,国是直通车,1,0,1
fantasy_sen,马宝琳谈房颤,1,0,1
fan2727,生草字幕组,1,0,1
fanny不想打工了,生草字幕组,1,0,1
fankunz,我是小妖怪的人,1,0,1
fangxiao88,甘肃刘维忠,1,1,0
fangprc,阿司匹林42195米,1,0,1
fangcaoyiyil,中国日报网,1,0,1
fang790524,我是小妖怪的人,1,0,1
fanfan_c15,阿司匹林42195米,1,0,1
fanfanSherlock,生草字幕组,1,0,1
fanswing94,答案事务所,1,0,1
europiapa,三个老爸实验室,1,0,1
etteneM,老出差的程序员,1,1,0
eternalsc要早睡,我是小妖怪的人,1,0,1
eternalearner,赵皓阳-Moonfans,1,0,1
esmeyyyy,阿司匹林42195米,1,0,1
eskimo42,生草字幕组,1,0,1
es2333,生草字幕组,1,0,1
eyesloveu,答案事务所,1,0,1
erwen6,飞龙中医,1,0,1
ertert5885,中医田应旭,1,0,1
ernowity,阿司匹林42195米,1,0,1
erjie2013,人民日报,1,0,1
erisjule,我是小妖怪的人,1,0,1
erik藏马,生草字幕组,1,0,1
eric替,生草字幕组,1,0,1
eric_zheng2000,人民日报,1,0,1
eryuikhfdd,答案事务所,1,0,1
eyapple,钉子1666,1,0,1
ey-颓废社畜需要关爱,默然_无人知晓,1,1,0
ex咖哩棒,阿司匹林42195米,1,0,1
exoL-dys,人民日报,1,0,1
exilelll_o,阿司匹林42195米,1,0,1
excellentian,种草达人猪哥,1,0,1
ewsjblylhfbhs,晚日篇章,1,1,0
eutaxy,北京大峰峰,1,0,1
evilCHEN,我是小妖怪的人,1,0,1
evil-brier,生草字幕组,1,0,1
evianoot,生草字幕组,1,0,1
evianoot,李建秋的世界,1,1,0
everyevermoment,阿司匹林42195米,1,0,1
even5仔,中国新闻网,1,0,1
evelynKIKI,阿司匹林42195米,1,0,1
evapsyche,蓝帆小蓝,1,1,0
evocui1988,宝宝猫嗷污,1,0,1
fine的小屋,马宝琳谈房颤,1,0,1
fine5199404,生草字幕组,1,0,1
findmytreehole,答案事务所,1,0,1
filckers,止谣君,1,0,1
fighting76385,胜利主义章北海,1,0,1
fifinum,生草字幕组,1,0,1
fields-c,中国日报网,1,0,1
farewell的意思是永别,生草字幕组,1,0,1
fhey修炼中,答案事务所,1,0,1
fhey修炼中,生草字幕组,1,0,1
fhdbsxnxns5817651,日本干细胞Motif银座Clinic,1,0,1
fh_win,观察者网,1,0,1
fgyshns,生草字幕组,1,0,1
fgjjngghj,阿司匹林42195米,1,0,1
fgayc,吉林森林消防,1,0,1
ffu_633,生草字幕组,1,0,1
fhjyrjdjkvcxdf,马宝琳谈房颤,1,0,1
fixsxt,Jokielicious,1,0,1
five5-5,生草字幕组,1,0,1
five2strawbags,丝绸尾巴第二季,1,1,0
fish雨樱,我是小妖怪的人,1,0,1
fishsh之闲散野人,生草字幕组,1,0,1
fishshining,阿司匹林42195米,1,0,1
fisher549575,钉子1666,1,0,1
fiona-0916,阿司匹林42195米,1,0,1
fisher549575,南海客尘,1,1,0
fisher1505,阿司匹林42195米,1,0,1
fish22系女强人,生草字幕组,1,0,1
fireworkfiery,生草字幕组,1,0,1
firello,生草字幕组,1,0,1
firehotel,嘈点君,1,0,1
firefly昱,凤凰网视频,1,0,1
fire_456,种草达人猪哥,1,0,1
fisher549575,生草字幕组,1,0,1
feng1020-,全景网,1,0,1
feizhi2010,香港中通社,1,0,1
feifei7258,人民日报,1,0,1
feifei099,國醫東方,1,0,1
feelikemptyhead,阿司匹林42195米,1,0,1
febird2,电影拆台君,1,0,1
fdian,阿司匹林42195米,1,0,1
ffioy,阿司匹林42195米,1,0,1
faye阿睡,it-is-truth,1,1,0
faustccc,生草字幕组,1,0,1
faustccc,卢卡斯-Wang,1,0,1
fat_smoothie,阿司匹林42195米,1,0,1
fastatic,菲菲姐的小花园,1,0,1
farmerRD,星话大白,1,1,0
farfly2008,答案事务所,1,0,1
farfly2008,生草字幕组,1,0,1
fchwei,观察者网,1,0,1
ffioy,生草字幕组,1,0,1
ffggjge,日本衣食住行,1,0,1
ffffishflash,生草字幕组,1,0,1
ffffffjia,娱头,1,0,1
fffffffyq,生草字幕组,1,0,1
ffdfac,wolfyeme,1,1,0
ff_ffa,静姐姐吃的学问,1,0,1
ff_ffa,医路向前巍子,1,0,1
feng_apex2016,答案事务所,1,0,1
fenzcool,生物狗Y博,1,0,1
fennisimida,生草字幕组,1,0,1
feng落尘,生草字幕组,1,0,1
feng子麦,阿司匹林42195米,1,0,1
feng子麦,生草字幕组,1,0,1
feng子至爱,中国日报网,1,0,1
feng之语,止谣君,1,0,1
fengsuiyupiao77,生草字幕组,1,0,1
ffMapleff,阿司匹林42195米,1,0,1
dxm-dawn,方脑壳邓铂鋆,1,1,0
dxdmsmo,生草字幕组,1,0,1
du杜杜杜杜杜du,生草字幕组,1,0,1
duxhxn,生草字幕组,1,0,1
dururupin,生草字幕组,1,0,1
dullwish,止谣君,1,0,1
dudu阁主,种草达人猪哥,1,0,1
erdrise,大耳朵中医,1,0,1
duduniao908,止谣君,1,0,1
dudulang66,阿司匹林42195米,1,0,1
dudulang66,Creamy蕉,1,1,0
dudu670921,生草字幕组,1,0,1
duckdy,生草字幕组,1,0,1
duaddmon,生草字幕组,1,0,1
dsh526,中医田应旭,1,0,1
dscCOFFEE,马宝琳谈房颤,1,0,1
duduniao908,生草字幕组,1,0,1
eason晒不黑,我是小妖怪的人,1,0,1
eagle老鹰20230604,生草字幕组,1,0,1
eagleyiyi,阿司匹林42195米,1,0,1
e79c8be588b0e4ba86e4b988,生草字幕组,1,0,1
d眼睛大的菇凉t,钉子1666,1,0,1
d眼睛大的菇凉t,答案事务所,1,0,1
d眼睛大的菇凉t,三个老爸实验室,1,0,1
dxnwusuxi,我是小妖怪的人,1,0,1
d夜空最亮一颗星,静姐姐吃的学问,1,0,1
d俗小说,于晓攀,1,0,1
dyuq228,阿司匹林42195米,1,0,1
dys5151,卢卡斯-Wang,1,0,1
dylanfan_ustc,阿司匹林42195米,1,0,1
dyjdsz1386,范剑平,1,0,1
dyjdsz1386,得意的弦小二,1,0,1
dyhm_,生草字幕组,1,0,1
d由倢,生草字幕组,1,0,1
doublewen-22,生草字幕组,1,0,1
dotaer_xiaoXY,三个老爸实验室,1,1,0
dorothy92011,中医田应旭,1,0,1
dorobo_no_sei,生草字幕组,1,0,1
doris追加一份辣味小八爪,生草字幕组,1,0,1
dophlinshop,半莲月,1,1,0
dophlinshop,内含子,1,1,0
drizzlemist,Jokielicious,1,0,1
doomgnu_,陕西汉书下酒,1,1,0
doomgnu_,钉子1666,1,0,1
doomgnu_,菲菲姐的小花园,1,1,0
dontworrymissZ,三个老爸实验室,1,0,1
dontlookbackifyouare__,生草字幕组,1,0,1
dontlikecarrotandCovid19,生草字幕组,1,0,1
donnotsleep1998,生草字幕组,1,0,1
donnotsleep1998,李雄鹰,1,1,0
dophlinshop,WattHour,1,1,0
dribling,答案事务所,1,0,1
dream退休老人和狗,生草字幕组,1,0,1
dreamonchaotic,阿司匹林42195米,1,0,1
dreamonchaotic,答案事务所,1,0,1
dreamcaller,阿司匹林42195米,1,0,1
dream2012梦想,专业戳轮胎熊律师,1,1,0
drasticly,生草字幕组,1,0,1
dragonzoebai,地产八卦男,1,0,1
douduo_,生草字幕组,1,0,1
dr_ma0511,马宝琳谈房颤,1,0,1
dr_ma0511,柳佳衣,1,0,1
dpldjkmzwqhkky,饺子皮酱,1,0,1
dph心灵净土,罗大伦,1,1,0
dph心灵净土,甘肃刘维忠,1,1,0
dpgisnhfbj,生草字幕组,1,0,1
doujourneys,深钉空净磊哥,1,1,0
douduo_,答案事务所,1,0,1
dragon0003,生草字幕组,1,0,1
emmainthesky,钉子1666,1,0,1
eminem540,答案事务所,1,0,1
emergencyexitdoor,生草字幕组,1,0,1
elva-恋,生草字幕组,1,0,1
els213,中事,1,0,1
elodieduu,阿司匹林42195米,1,0,1
elle言四,生草字幕组,1,0,1
easyandfurther,生草字幕组,1,0,1
elizaliukkk,Rachele瑞丽,1,0,1
elitree5210,生草字幕组,1,0,1
elithestar,生草字幕组,1,0,1
eliotbjw,我是小妖怪的人,1,0,1
elgooG,阿司匹林42195米,1,0,1
elf-zyx,生草字幕组,1,0,1
eleven_林,上帝之鹰_5zn,1,0,1
elermod,生草字幕组,1,0,1
ellenwen11,阿司匹林42195米,1,0,1
enxjuxhaky,生草字幕组,1,0,1
enoneVi,Jokielicious,1,0,1
ennkouunn77,生草字幕组,1,0,1
enjoytimes,生草字幕组,1,0,1
enjoy1341,全景网,1,0,1
eniacor,种草达人猪哥,1,0,1
engelhund,阿司匹林42195米,1,0,1
emmaspeaking,止谣君,1,0,1
ending_开始,生草字幕组,1,0,1
enattendant_楉,前HR本人,1,1,0
emulbnrok,生草字幕组,1,0,1
empty-阿展,答案事务所,1,0,1
empirehaozi,阿司匹林42195米,1,0,1
emoodiary_,答案事务所,1,0,1
emmho,全景网,1,0,1
emma麻妈,阿司匹林42195米,1,0,1
energeticKwok,国是直通车,1,0,1
ecopation,生草字幕组,1,0,1
ecman-chc,卢卡斯-Wang,1,0,1
echo坤,萌面超人lx,1,0,1
echokai,生草字幕组,1,0,1
ebnash,马宝琳谈房颤,1,0,1
ebnash,罗大伦,1,1,0
ebnash,生草字幕组,1,0,1
elaine殿下时代732016,阿司匹林42195米,1,0,1
ebnash,横卧的灰狸,1,1,0
ebnash,拍帮主,1,1,0
ebnash,得意学堂岱珈,1,0,1
ebnash,平原公子赵胜,1,1,0
ebnash,圣蛇杖,1,1,0
ebnash,呼吸科叶亮医生,1,1,0
ebnash,三个老爸实验室,1,0,1
ebnash,Mr俞和廣,1,1,0
ebnash,热铁不要摸,1,1,0
elaineDX,阿司匹林42195米,1,0,1
eka_emanation,生草字幕组,1,0,1
einberliner,时间视频,1,1,0
ein_witziges_Hundchen,阿司匹林42195米,1,0,1
eight6421,人民日报,1,0,1
egoismore,阿司匹林42195米,1,0,1
ego_eimi爱狗爱咪,生草字幕组,1,0,1
ego7o7,生草字幕组,1,0,1
edcrfvtgbwsx,人民日报,1,0,1
effiechen_,阿司匹林42195米,1,0,1
efffffwoo,阿司匹林42195米,1,0,1
ee不吃巧克力,生草字幕组,1,0,1
eeyo__,钉子1666,1,0,1
eeeting-,生草字幕组,1,0,1
eeeeerika_,生草字幕组,1,0,1
eeaowkc,阿司匹林42195米,1,0,1
edgeme,生草字幕组,1,0,1
eggsnow,我是小妖怪的人,1,0,1
gospeng,上帝之鹰_5zn,1,0,1
gorchingdeng,路诞先生,1,0,1
goosiusai,静姐姐吃的学问,1,0,1
gooklucky,马宝琳谈房颤,1,0,1
googoodol,生草字幕组,1,0,1
goodtastebadtaste,逍遥刘杰,1,1,0
goodluckkoi,凤凰鉴证组FH,1,0,1
fizz_zzzzz,生草字幕组,1,0,1
good4_ME,阿司匹林42195米,1,0,1
gongan,姆们说,1,0,1
gonex,生草字幕组,1,0,1
golfer171717,生草字幕组,1,0,1
goldenmooncaptw,生草字幕组,1,0,1
goldenleafe,全景网,1,0,1
goldMark,生草字幕组,1,0,1
gogo团团团,我是小妖怪的人,1,0,1
gooddayafterwards,生草字幕组,1,0,1
gudian5555,2024来了,1,0,1
guaninuer,Jokielicious,1,0,1
guanghui28525,电影拆台君,1,0,1
gtvgrvfhdvbw,生草字幕组,1,0,1
gsiejrhksgsgidkhe,生草字幕组,1,0,1
gsbbbj,生草字幕组,1,0,1
gry6ruuyg,马宝琳谈房颤,1,0,1
gospeng,中铳钞,1,1,0
gremlinguo,答案事务所,1,0,1
gray_may黑化版,生草字幕组,1,0,1
gravitation99,居老师是人间瑰宝啊,1,1,0
gqx1318,glance,1,0,1
gql11210,马宝琳谈房颤,1,0,1
gouxiong77,达州应急,1,0,1
gospeng,林步里,1,1,0
gospeng,拍帮主,1,1,0
greyArmour_,观察者网,1,0,1
gigi16cm,经济观察报,1,0,1
gigi16cm,种草达人猪哥,1,0,1
ghyjwwjthbthhr,生草字幕组,1,0,1
ghwgwcwgsgsgsv,钉子1666,1,0,1
ghwgwcwgsgsgsv,江卓尔_大号,1,0,1
ghwgwcwgsgsgsv,中医田应旭,1,0,1
ghwgwcwgsgsgsv,三个老爸实验室,1,0,1
gogosaki,阿司匹林42195米,1,0,1
ghuvsrhvjknvxswtukjlphcxguigeq,牵念,1,1,0
ghuvsrhvjknvxswtukjlphcxguigeq,沸点视频,1,1,0
ghuvsrhvjknvxswtukjlphcxguigeq,智慧科技迷,1,1,0
ghuvsrhvjknvxswtukjlphcxguigeq,方脑壳邓铂鋆,1,1,0
ghtvspopsskyt,生草字幕组,1,0,1
ghcx辰星,我是小妖怪的人,1,0,1
gg不想gg,生草字幕组,1,0,1
ggsh29,我是小妖怪的人,1,0,1
ghuvsrhvjknvxswtukjlphcxguigeq,青春的最近爱听歌,1,1,0
godloveyou,止谣君,1,0,1
godloveyou,上帝之鹰_5zn,1,0,1
godblesstinaz,针灸匠张宝旬,1,1,0
go5ae,小蓝和他的朋友日常,1,0,1
gmyvvf,生物狗Y博,1,0,1
gloriakesh,阿司匹林42195米,1,0,1
glmaria,人民日报,1,0,1
glfse,生草字幕组,1,0,1
ginblackw_,我是小妖怪的人,1,0,1
glassbead-life职业玩家,阿司匹林42195米,1,0,1
glance,阿司匹林42195米,1,0,1
gj70,中医田应旭,1,0,1
gizmo娜娜,生草字幕组,1,0,1
girl小草草,三个老爸实验室,1,0,1
giraffezzz,阿司匹林42195米,1,0,1
gin汤力_Zootopia永恒的梦,钉子1666,1,0,1
gingergaby,婉司姬,1,1,0
glfdsltlleklhqpq,日本沙雕日常,1,1,0
halomichael,喀斯特地带,1,1,0
halir,种草达人猪哥,1,0,1
halindun,皇汉1976,1,0,1
half-piggy,答案事务所,1,0,1
hakuwater,中医田应旭,1,0,1
hakkinen201902,得意的弦小二,1,0,1
haiyidao,阿司匹林42195米,1,0,1
guguxie7,我是小妖怪的人,1,0,1
haijun16816816888,观察者网,1,0,1
haibao简单,贝壳财经,1,0,1
hai17,张文宏医生,1,1,0
hahaxixi02,生命时报,1,0,1
hahaha0000000000,四川魏静,1,0,1
hahaha0000000000,军机不可泄露,1,0,1
hahaha0000000000,云销雨霁啊啊,1,0,1
haha5696309585,现代诗人牛彪,1,1,0
haishui2012,观察者网,1,0,1
hao要去东京,针灸匠张宝旬,1,1,0
haoyun2021,得意的弦小二,1,0,1
haode问哦,医伴旅,1,1,0
hao12345678910-,林步里,1,1,0
hanyingr,人民日报,1,0,1
hansonboo,马宝琳谈房颤,1,0,1
hansenlv,我是小妖怪的人,1,0,1
halu_9,阿司匹林42195米,1,0,1
hanhuh,人民日报,1,0,1
hang-FEVEF,生草字幕组,1,0,1
handsomeguyhappy,生草字幕组,1,0,1
hanaiba,生草字幕组,1,0,1
hanabi-OvO,生草字幕组,1,0,1
hanabaibai,生草字幕组,1,0,1
hana_TimMyxiii,三个老爸实验室,1,1,0
hammer5045,我是小妖怪的人,1,0,1
hannibal食人-欧,生草字幕组,1,0,1
gxa016,飞龙中医,1,0,1
gxa016,灵蘭仙子,1,1,0
gwuq222,阿司匹林42195米,1,0,1
gu咕噜噜gu,生草字幕组,1,0,1
guu_Galaxy,生草字幕组,1,0,1
gupiaomi股票迷,静姐姐吃的学问,1,0,1
guozhenqun9826,大耳朵中医,1,0,1
haha5696309585,止谣君,1,0,1
guongyihe,得意的弦小二,1,0,1
guojun殳,小热点大聚焦,1,0,1
guoduoguoduo,郑克强,1,1,0
gunterp,人民日报,1,0,1
guitar吉他,阿司匹林42195米,1,0,1
guitar吉他,生草字幕组,1,0,1
guhh88,第一球迷胖哥,1,0,1
guguxie7,阿司匹林42195米,1,0,1
guoqf141755,北京大峰峰,1,0,1
h_ocjfgjjfjfdxhg,三个老爸实验室,1,0,1
hWHKne,生草字幕组,1,0,1
hHhJ-xXx,生草字幕组,1,0,1
h2o小虎,止谣君,1,0,1
g第七次心动,种草达人猪哥,1,0,1
gzz你工人爷爷来了,生草字幕组,1,0,1
gzyiting,阿司匹林42195米,1,0,1
gzygcw蠢竹,Jokielicious,1,0,1
gxysmdbp,生草字幕组,1,0,1
gzpony酷,三思逍遥,1,0,1
gzhotboy,阿司匹林42195米,1,0,1
gzhotboy,答案事务所,1,0,1
gzduyq,止谣君,1,0,1
gzduyq,尹克伦观天下,1,0,1
gyongzheng,中国网,1,1,0
gykd_911,观察者网,1,0,1
gyc冲冲,阿司匹林42195米,1,0,1
gzpony酷,止谣君,1,0,1
free_free啊,上游新闻,1,1,0
free_cni,新浪娱乐,1,1,0
frederic炒河粉,生草字幕组,1,0,1
frecklesandsmiles,生草字幕组,1,0,1
frankwjt,生草字幕组,1,0,1
frankwjt,江卓尔_大号,1,0,1
frankkis,生草字幕组,1,0,1
ggsh29,it-is-truth,1,1,0
fpx8819,三个老爸实验室,1,0,1
fo系选手阿福,生草字幕组,1,0,1
foxlancer,生草字幕组,1,0,1
fossilll,罗百竹,1,0,1
fort-ddddda,生草字幕组,1,0,1
